# generator=basin_stab_LSE_honest_AAAI_Nramp.jl  M_TARGET=4.4e+06  N_FLOOR=12  betanet=1.0
# N_EQ=32768  N_SAMP=8192  N_DIS_TARGET=32  MEM_BUDGET_GB=45.0  generated=2026-06-10T18:00:48.390
alpha,T,N_used,disorder,phi_a,phi_b,q12,phi_max_other
0.250,0.10500,61,24,0.953571,0.950354,0.906125,0.584188
0.250,0.10500,61,25,0.949285,0.946756,0.900400,0.593839
0.250,0.10500,61,26,0.950838,0.951898,0.907314,0.592444
0.250,0.10500,61,27,0.950370,0.949647,0.905768,0.592213
0.250,0.10500,61,28,0.951041,0.951800,0.902356,0.604154
0.250,0.10500,61,29,0.947221,0.947320,0.897849,0.591982
0.250,0.10500,61,30,0.954234,0.949610,0.905698,0.590523
0.250,0.10500,61,31,0.948642,0.950077,0.901657,0.610749
0.250,0.10500,61,32,0.948316,0.951317,0.901980,0.595635
0.250,0.11500,61,1,0.945750,0.945563,0.894302,0.605127
0.250,0.11500,61,2,0.944337,0.948617,0.893285,0.605995
0.250,0.11500,61,3,0.946581,0.942823,0.892472,0.591883
0.250,0.11500,61,4,0.942680,0.946939,0.894325,0.610242
0.250,0.11500,61,5,0.947579,0.944976,0.893821,0.617930
0.250,0.11500,61,6,0.942519,0.944379,0.892859,0.588848
0.250,0.11500,61,7,0.943764,0.945154,0.890013,0.590423
0.250,0.11500,61,8,0.947114,0.943046,0.891995,0.588873
0.250,0.11500,61,9,0.948499,0.944901,0.893655,0.605892
0.250,0.11500,61,10,0.947006,0.944520,0.897050,0.588886
0.250,0.11500,61,11,0.944937,0.947042,0.893748,0.602207
0.250,0.11500,61,12,0.943646,0.945937,0.892206,0.587914
0.250,0.11500,61,13,0.946263,0.948467,0.897034,0.595082
0.250,0.11500,61,14,0.944021,0.942692,0.891111,0.589923
0.250,0.11500,61,15,0.945480,0.945779,0.899283,0.608366
0.250,0.11500,61,16,0.943598,0.945162,0.886152,0.593101
0.250,0.11500,61,17,0.948183,0.943790,0.898560,0.589730
0.250,0.11500,61,18,0.944606,0.949666,0.893750,0.607847
0.250,0.11500,61,19,0.944217,0.942076,0.891636,0.597631
0.250,0.11500,61,20,0.944980,0.944595,0.895613,0.593524
0.250,0.11500,61,21,0.944064,0.945372,0.890612,0.590086
0.250,0.11500,61,22,0.941646,0.947934,0.897819,0.605747
0.250,0.11500,61,23,0.944233,0.943470,0.889216,0.592696
0.250,0.11500,61,24,0.942378,0.948881,0.892156,0.583821
0.250,0.11500,61,25,0.944412,0.945171,0.894394,0.593176
0.250,0.11500,61,26,0.944174,0.945066,0.889812,0.591179
0.250,0.11500,61,27,0.945455,0.945308,0.893131,0.596411
0.250,0.11500,61,28,0.945464,0.945623,0.895383,0.597971
0.250,0.11500,61,29,0.943466,0.945642,0.893395,0.590483
0.250,0.11500,61,30,0.948178,0.945796,0.894671,0.591698
0.250,0.11500,61,31,0.945081,0.946626,0.894660,0.606637
0.250,0.11500,61,32,0.942012,0.944370,0.894420,0.604957
0.250,0.12500,61,1,0.938325,0.939787,0.882474,0.597504
0.250,0.12500,61,2,0.939073,0.940463,0.878556,0.601823
0.250,0.12500,61,3,0.942622,0.939247,0.888466,0.595861
0.250,0.12500,61,4,0.938667,0.941414,0.882394,0.598537
0.250,0.12500,61,5,0.943597,0.941081,0.888694,0.625109
0.250,0.12500,61,6,0.942773,0.940118,0.886010,0.584083
0.250,0.12500,61,7,0.940458,0.941235,0.887150,0.591736
0.250,0.12500,61,8,0.942645,0.937399,0.885628,0.591826
0.250,0.12500,61,9,0.940636,0.939111,0.884676,0.612120
0.250,0.12500,61,10,0.936999,0.939571,0.881448,0.590518
0.250,0.12500,61,11,0.938246,0.938368,0.878014,0.609319
0.250,0.12500,61,12,0.943854,0.940182,0.885511,0.593425
0.250,0.12500,61,13,0.941379,0.941069,0.884773,0.596366
0.250,0.12500,61,14,0.945421,0.942663,0.888333,0.589303
0.250,0.12500,61,15,0.943734,0.938617,0.882102,0.609655
0.250,0.12500,61,16,0.937446,0.942557,0.882349,0.596468
0.250,0.12500,61,17,0.944880,0.943957,0.893758,0.587487
0.250,0.12500,61,18,0.938878,0.941942,0.885521,0.611885
0.250,0.12500,61,19,0.942013,0.940118,0.882891,0.593458
0.250,0.12500,61,20,0.941438,0.939154,0.886123,0.593645
0.250,0.12500,61,21,0.937364,0.936983,0.882436,0.596578
0.250,0.12500,61,22,0.938878,0.940409,0.881949,0.601656
0.250,0.12500,61,23,0.938868,0.939380,0.885979,0.597568
0.250,0.12500,61,24,0.939294,0.939346,0.876534,0.581202
0.250,0.12500,61,25,0.943281,0.939675,0.884533,0.593048
0.250,0.12500,61,26,0.941548,0.939448,0.883161,0.599482
0.250,0.12500,61,27,0.941762,0.940779,0.884804,0.600039
0.250,0.12500,61,28,0.940678,0.939722,0.886900,0.602686
0.250,0.12500,61,29,0.938901,0.943373,0.888133,0.590023
0.250,0.12500,61,30,0.942157,0.938491,0.887183,0.589615
0.250,0.12500,61,31,0.940008,0.942889,0.887136,0.608989
0.250,0.12500,61,32,0.939221,0.943330,0.884953,0.602620
0.250,0.13500,61,1,0.933855,0.936867,0.876086,0.597954
0.250,0.13500,61,2,0.936444,0.933006,0.871894,0.601910
0.250,0.13500,61,3,0.935427,0.940733,0.882832,0.591410
0.250,0.13500,61,4,0.935976,0.935703,0.870115,0.611781
0.250,0.13500,61,5,0.931355,0.938061,0.870912,0.615055
0.250,0.13500,61,6,0.936682,0.932701,0.871806,0.593188
0.250,0.13500,61,7,0.936720,0.934366,0.879487,0.592612
0.250,0.13500,61,8,0.937713,0.935129,0.875676,0.591069
0.250,0.13500,61,9,0.938023,0.938707,0.880779,0.606455
0.250,0.13500,61,10,0.933017,0.937514,0.875203,0.585696
0.250,0.13500,61,11,0.933087,0.935748,0.871521,0.604116
0.250,0.13500,61,12,0.937937,0.931491,0.873376,0.589478
0.250,0.13500,61,13,0.934802,0.933072,0.869332,0.592682
0.250,0.13500,61,14,0.935316,0.936788,0.878223,0.596328
0.250,0.13500,61,15,0.938892,0.932179,0.878851,0.600262
0.250,0.13500,61,16,0.937880,0.936032,0.877030,0.593693
0.250,0.13500,61,17,0.938449,0.937956,0.877110,0.586687
0.250,0.13500,61,18,0.936424,0.934279,0.873686,0.604965
0.250,0.13500,61,19,0.938732,0.939371,0.879110,0.596226
0.250,0.13500,61,20,0.933878,0.934615,0.874714,0.585970
0.250,0.13500,61,21,0.936298,0.937744,0.875791,0.589678
0.250,0.13500,61,22,0.937879,0.931831,0.871544,0.599216
0.250,0.13500,61,23,0.935970,0.935650,0.877353,0.590832
0.250,0.13500,61,24,0.934982,0.934660,0.872981,0.583580
0.250,0.13500,61,25,0.937197,0.931087,0.871365,0.593652
0.250,0.13500,61,26,0.933302,0.932977,0.872447,0.597588
0.250,0.13500,61,27,0.930259,0.932404,0.861323,0.594310
0.250,0.13500,61,28,0.935639,0.933704,0.875613,0.606420
0.250,0.13500,61,29,0.935256,0.936321,0.875473,0.591120
0.250,0.13500,61,30,0.941080,0.936862,0.880945,0.589461
0.250,0.13500,61,31,0.933929,0.932407,0.871637,0.609060
0.250,0.13500,61,32,0.936257,0.929080,0.872119,0.609409
0.250,0.14500,61,1,0.926767,0.925427,0.857766,0.598814
0.250,0.14500,61,2,0.934756,0.931572,0.871441,0.599457
0.250,0.14500,61,3,0.925141,0.929991,0.855891,0.591312
0.250,0.14500,61,4,0.929902,0.935314,0.869615,0.606185
0.250,0.14500,61,5,0.932198,0.928734,0.863808,0.611719
0.250,0.14500,61,6,0.933741,0.930101,0.865053,0.588425
0.250,0.14500,61,7,0.931714,0.929190,0.866151,0.596221
0.250,0.14500,61,8,0.935454,0.929962,0.868839,0.589639
0.250,0.14500,61,9,0.933996,0.930836,0.866491,0.605638
0.250,0.14500,61,10,0.932017,0.929153,0.871638,0.591970
0.250,0.14500,61,11,0.931018,0.933058,0.866532,0.598895
0.250,0.14500,61,12,0.930241,0.929113,0.861967,0.587138
0.250,0.14500,61,13,0.930130,0.931623,0.863090,0.599393
0.250,0.14500,61,14,0.931510,0.931098,0.863639,0.589895
0.250,0.14500,61,15,0.932435,0.936584,0.874318,0.603906
0.250,0.14500,61,16,0.935738,0.931977,0.870223,0.589935
0.250,0.14500,61,17,0.932146,0.930257,0.867593,0.585841
0.250,0.14500,61,18,0.931333,0.928835,0.866467,0.608491
0.250,0.14500,61,19,0.931395,0.931583,0.868716,0.599129
0.250,0.14500,61,20,0.932816,0.929332,0.868894,0.595608
0.250,0.14500,61,21,0.929871,0.929544,0.867263,0.591969
0.250,0.14500,61,22,0.930700,0.931866,0.872018,0.597297
0.250,0.14500,61,23,0.929298,0.932182,0.866031,0.592361
0.250,0.14500,61,24,0.930007,0.932790,0.869902,0.583409
0.250,0.14500,61,25,0.935602,0.931443,0.872912,0.600429
0.250,0.14500,61,26,0.926686,0.933234,0.864018,0.597180
0.250,0.14500,61,27,0.926377,0.931701,0.860755,0.594086
0.250,0.14500,61,28,0.929928,0.932464,0.868508,0.603025
0.250,0.14500,61,29,0.929781,0.932394,0.866809,0.594228
0.250,0.14500,61,30,0.932261,0.929381,0.869705,0.586620
0.250,0.14500,61,31,0.933634,0.933776,0.874072,0.605469
0.250,0.14500,61,32,0.932257,0.932963,0.872595,0.601616
0.250,0.15500,61,1,0.923239,0.924951,0.857875,0.598783
0.250,0.15500,61,2,0.928950,0.923197,0.857592,0.600782
0.250,0.15500,61,3,0.926269,0.924105,0.857695,0.593049
0.250,0.15500,61,4,0.928699,0.929937,0.863124,0.607791
0.250,0.15500,61,5,0.925985,0.928364,0.859872,0.615367
0.250,0.15500,61,6,0.925153,0.926164,0.857948,0.585858
0.250,0.15500,61,7,0.927827,0.925326,0.858412,0.592281
0.250,0.15500,61,8,0.924420,0.930013,0.859765,0.591695
0.250,0.15500,61,9,0.928849,0.933323,0.869624,0.606174
0.250,0.15500,61,10,0.928695,0.928001,0.858862,0.591331
0.250,0.15500,61,11,0.928452,0.926581,0.860616,0.601969
0.250,0.15500,61,12,0.927835,0.925706,0.856334,0.592024
0.250,0.15500,61,13,0.925495,0.922421,0.855912,0.594479
0.250,0.15500,61,14,0.927074,0.927310,0.861625,0.589585
0.250,0.15500,61,15,0.921352,0.926138,0.848716,0.601238
0.250,0.15500,61,16,0.928172,0.924275,0.857080,0.595478
0.250,0.15500,61,17,0.922807,0.927904,0.859398,0.591563
0.250,0.15500,61,18,0.921924,0.927369,0.853135,0.606957
0.250,0.15500,61,19,0.926030,0.927201,0.857616,0.599631
0.250,0.15500,61,20,0.929522,0.928141,0.860609,0.590250
0.250,0.15500,61,21,0.928156,0.921360,0.861826,0.595262
0.250,0.15500,61,22,0.926160,0.925212,0.855439,0.603739
0.250,0.15500,61,23,0.928298,0.926804,0.862917,0.592705
0.250,0.15500,61,24,0.930140,0.928212,0.861630,0.587600
0.250,0.15500,61,25,0.924132,0.924619,0.854181,0.600474
0.250,0.15500,61,26,0.924128,0.926625,0.861834,0.598218
0.250,0.15500,61,27,0.923925,0.922908,0.848820,0.595253
0.250,0.15500,61,28,0.925731,0.923500,0.858110,0.608284
0.250,0.15500,61,29,0.926578,0.927687,0.861029,0.592264
0.250,0.15500,61,30,0.925567,0.924672,0.856577,0.587609
0.250,0.15500,61,31,0.920217,0.925565,0.855811,0.607237
0.250,0.15500,61,32,0.926307,0.927608,0.861789,0.599289
0.250,0.16500,61,1,0.920736,0.923485,0.849442,0.593118
0.250,0.16500,61,2,0.919140,0.920986,0.842262,0.605151
0.250,0.16500,61,3,0.920720,0.922925,0.844598,0.589830
0.250,0.16500,61,4,0.920631,0.924890,0.856815,0.606152
0.250,0.16500,61,5,0.924677,0.920152,0.850392,0.610362
0.250,0.16500,61,6,0.922652,0.921619,0.846686,0.587238
0.250,0.16500,61,7,0.923670,0.916269,0.845700,0.593221
0.250,0.16500,61,8,0.922233,0.921886,0.854802,0.591521
0.250,0.16500,61,9,0.922239,0.922623,0.848027,0.606465
0.250,0.16500,61,10,0.914382,0.923610,0.844153,0.592191
0.250,0.16500,61,11,0.922371,0.922598,0.848788,0.597666
0.250,0.16500,61,12,0.920086,0.922665,0.852225,0.593323
0.250,0.16500,61,13,0.922374,0.920751,0.851992,0.595756
0.250,0.16500,61,14,0.919091,0.922139,0.843605,0.596868
0.250,0.16500,61,15,0.920288,0.922116,0.849409,0.602648
0.250,0.16500,61,16,0.920517,0.921078,0.849401,0.594063
0.250,0.16500,61,17,0.920315,0.919832,0.843484,0.592810
0.250,0.16500,61,18,0.921648,0.919404,0.850847,0.602590
0.250,0.16500,61,19,0.923950,0.919233,0.849867,0.596482
0.250,0.16500,61,20,0.922622,0.926539,0.854138,0.588349
0.250,0.16500,61,21,0.920744,0.921363,0.850807,0.597825
0.250,0.16500,61,22,0.917883,0.923559,0.851146,0.597979
0.250,0.16500,61,23,0.922456,0.921070,0.847241,0.596573
0.250,0.16500,61,24,0.921532,0.918360,0.841095,0.587152
0.250,0.16500,61,25,0.920145,0.925099,0.851017,0.595079
0.250,0.16500,61,26,0.925063,0.919697,0.854520,0.594522
0.250,0.16500,61,27,0.922875,0.922951,0.856494,0.594392
0.250,0.16500,61,28,0.922176,0.919133,0.846508,0.604288
0.250,0.16500,61,29,0.919623,0.924034,0.850448,0.593411
0.250,0.16500,61,30,0.922772,0.921046,0.850628,0.589336
0.250,0.16500,61,31,0.920492,0.927103,0.856168,0.604423
0.250,0.16500,61,32,0.920993,0.923331,0.845582,0.606687
0.250,0.17500,61,1,0.922124,0.917477,0.841981,0.598680
0.250,0.17500,61,2,0.911342,0.910854,0.831722,0.602918
0.250,0.17500,61,3,0.913399,0.917415,0.840060,0.592854
0.250,0.17500,61,4,0.917774,0.914670,0.839314,0.600312
0.250,0.17500,61,5,0.914968,0.916940,0.838692,0.613116
0.250,0.17500,61,6,0.919554,0.918144,0.844205,0.588201
0.250,0.17500,61,7,0.920017,0.917540,0.847217,0.590081
0.250,0.17500,61,8,0.919727,0.918408,0.844331,0.594515
0.250,0.17500,61,9,0.917957,0.917286,0.835872,0.603694
0.250,0.17500,61,10,0.921321,0.915448,0.844631,0.594004
0.250,0.17500,61,11,0.916142,0.911766,0.840086,0.598646
0.250,0.17500,61,12,0.918329,0.909928,0.838631,0.591072
0.250,0.17500,61,13,0.918737,0.918729,0.837953,0.594123
0.250,0.17500,61,14,0.915849,0.913832,0.837467,0.596810
0.250,0.17500,61,15,0.915263,0.917948,0.841321,0.601188
0.250,0.17500,61,16,0.918425,0.919470,0.846601,0.596707
0.250,0.17500,61,17,0.922222,0.918247,0.846783,0.591531
0.250,0.17500,61,18,0.917497,0.918636,0.846235,0.609289
0.250,0.17500,61,19,0.913061,0.919830,0.844393,0.602593
0.250,0.17500,61,20,0.916284,0.919230,0.846569,0.593809
0.250,0.17500,61,21,0.918586,0.916843,0.843231,0.594535
0.250,0.17500,61,22,0.914983,0.916822,0.835364,0.598809
0.250,0.17500,61,23,0.913025,0.914697,0.837330,0.597476
0.250,0.17500,61,24,0.916924,0.917437,0.848044,0.585487
0.250,0.17500,61,25,0.918171,0.916254,0.844808,0.596762
0.250,0.17500,61,26,0.913714,0.915999,0.835751,0.603080
0.250,0.17500,61,27,0.915914,0.915898,0.845561,0.596807
0.250,0.17500,61,28,0.915581,0.917159,0.831995,0.601735
0.250,0.17500,61,29,0.912600,0.917341,0.837494,0.594656
0.250,0.17500,61,30,0.917336,0.915790,0.841538,0.591987
0.250,0.17500,61,31,0.918537,0.916177,0.843150,0.605910
0.250,0.17500,61,32,0.918401,0.914272,0.841083,0.607489
0.250,0.18500,61,1,0.912674,0.913798,0.832001,0.601374
0.250,0.18500,61,2,0.910592,0.913654,0.833252,0.598804
0.250,0.18500,61,3,0.914212,0.916043,0.838628,0.594720
0.250,0.18500,61,4,0.911336,0.910702,0.830085,0.603920
0.250,0.18500,61,5,0.911809,0.910395,0.826675,0.605626
0.250,0.18500,61,6,0.914857,0.909033,0.835538,0.586552
0.250,0.18500,61,7,0.914421,0.914324,0.835054,0.601437
0.250,0.18500,61,8,0.912322,0.912655,0.833009,0.593816
0.250,0.18500,61,9,0.917395,0.913215,0.833200,0.607680
0.250,0.18500,61,10,0.912719,0.911346,0.830858,0.594399
0.250,0.18500,61,11,0.919928,0.910979,0.841691,0.604090
0.250,0.18500,61,12,0.913123,0.909890,0.830074,0.591533
0.250,0.18500,61,13,0.909417,0.910297,0.828468,0.596838
0.250,0.18500,61,14,0.912581,0.913743,0.832552,0.597114
0.250,0.18500,61,15,0.911789,0.913931,0.831649,0.599706
0.250,0.18500,61,16,0.916255,0.912684,0.837113,0.597449
0.250,0.18500,61,17,0.916616,0.914252,0.840747,0.594553
0.250,0.18500,61,18,0.914725,0.915535,0.836239,0.601009
0.250,0.18500,61,19,0.914629,0.915717,0.833911,0.595704
0.250,0.18500,61,20,0.911480,0.915469,0.838019,0.595075
0.250,0.18500,61,21,0.913145,0.915774,0.841424,0.595397
0.250,0.18500,61,22,0.907740,0.913689,0.823683,0.598883
0.250,0.18500,61,23,0.910598,0.914709,0.836943,0.593453
0.250,0.18500,61,24,0.910176,0.917841,0.833996,0.587872
0.250,0.18500,61,25,0.909976,0.908639,0.825485,0.599168
0.250,0.18500,61,26,0.914052,0.915421,0.838566,0.599366
0.250,0.18500,61,27,0.911339,0.916451,0.828619,0.596980
0.250,0.18500,61,28,0.915169,0.912311,0.836654,0.605346
0.250,0.18500,61,29,0.909021,0.911737,0.828524,0.594612
0.250,0.18500,61,30,0.910862,0.913183,0.830815,0.592074
0.250,0.18500,61,31,0.915277,0.916071,0.839489,0.604742
0.250,0.18500,61,32,0.914452,0.911974,0.834829,0.601602
0.250,0.19500,61,1,0.907516,0.909054,0.824324,0.597486
0.250,0.19500,61,2,0.910629,0.907538,0.834043,0.607109
0.250,0.19500,61,3,0.904391,0.906428,0.822357,0.593077
0.250,0.19500,61,4,0.909942,0.910597,0.827859,0.601002
0.250,0.19500,61,5,0.906807,0.908686,0.824027,0.610156
0.250,0.19500,61,6,0.908380,0.908154,0.827125,0.591997
0.250,0.19500,61,7,0.909361,0.912229,0.827264,0.594675
0.250,0.19500,61,8,0.913741,0.910332,0.836650,0.596133
0.250,0.19500,61,9,0.908742,0.909889,0.826123,0.608665
0.250,0.19500,61,10,0.906904,0.902259,0.819068,0.592413
0.250,0.19500,61,11,0.904464,0.902838,0.808216,0.606154
0.250,0.19500,61,12,0.905355,0.910554,0.825379,0.586638
0.250,0.19500,61,13,0.909672,0.906682,0.825802,0.593669
0.250,0.19500,61,14,0.911539,0.905883,0.820132,0.594038
0.250,0.19500,61,15,0.906853,0.908970,0.818812,0.602768
0.250,0.19500,61,16,0.908930,0.910023,0.824668,0.593116
0.250,0.19500,61,17,0.911731,0.914461,0.837557,0.593766
0.250,0.19500,61,18,0.909363,0.909231,0.823084,0.598306
0.250,0.19500,61,19,0.904443,0.906163,0.825401,0.595683
0.250,0.19500,61,20,0.914385,0.903788,0.832618,0.593868
0.250,0.19500,61,21,0.909589,0.912256,0.832572,0.592406
0.250,0.19500,61,22,0.910808,0.904484,0.822763,0.599001
0.250,0.19500,61,23,0.906642,0.904119,0.819791,0.596424
0.250,0.19500,61,24,0.906506,0.910164,0.819478,0.590056
0.250,0.19500,61,25,0.909639,0.909975,0.829801,0.595861
0.250,0.19500,61,26,0.913973,0.908603,0.824892,0.601585
0.250,0.19500,61,27,0.900297,0.910945,0.817083,0.595903
0.250,0.19500,61,28,0.916927,0.906937,0.824894,0.607914
0.250,0.19500,61,29,0.907454,0.908365,0.825633,0.595252
0.250,0.19500,61,30,0.909147,0.907265,0.828543,0.590042
0.250,0.19500,61,31,0.906276,0.901164,0.817949,0.599754
0.250,0.19500,61,32,0.911374,0.909475,0.823832,0.606405
0.250,0.20500,61,1,0.907091,0.905056,0.823237,0.597661
0.250,0.20500,61,2,0.907573,0.906376,0.818205,0.601918
0.250,0.20500,61,3,0.905652,0.906553,0.824649,0.596842
0.250,0.20500,61,4,0.901724,0.903844,0.821295,0.607948
0.250,0.20500,61,5,0.901875,0.903614,0.820639,0.609975
0.250,0.20500,61,6,0.907797,0.903515,0.820293,0.588245
0.250,0.20500,61,7,0.901357,0.906862,0.812974,0.593020
0.250,0.20500,61,8,0.902916,0.904118,0.823234,0.598065
0.250,0.20500,61,9,0.906398,0.901736,0.817259,0.600602
0.250,0.20500,61,10,0.905119,0.903094,0.817696,0.594227
0.250,0.20500,61,11,0.901829,0.904005,0.814261,0.598486
0.250,0.20500,61,12,0.910999,0.912950,0.828104,0.589526
0.250,0.20500,61,13,0.905894,0.900499,0.815453,0.601925
0.250,0.20500,61,14,0.904870,0.907192,0.823708,0.594602
0.250,0.20500,61,15,0.903482,0.911761,0.819127,0.601981
0.250,0.20500,61,16,0.898762,0.902204,0.804079,0.591813
0.250,0.20500,61,17,0.905589,0.904969,0.820162,0.595158
0.250,0.20500,61,18,0.907627,0.904668,0.820794,0.599468
0.250,0.20500,61,19,0.910197,0.898970,0.813437,0.600744
0.250,0.20500,61,20,0.903445,0.904265,0.815598,0.596136
0.250,0.20500,61,21,0.904353,0.900518,0.817017,0.592505
0.250,0.20500,61,22,0.907148,0.904886,0.823926,0.594704
0.250,0.20500,61,23,0.906063,0.903809,0.819841,0.596882
0.250,0.20500,61,24,0.904844,0.900687,0.814553,0.589330
0.250,0.20500,61,25,0.904363,0.905173,0.818166,0.594911
0.250,0.20500,61,26,0.902196,0.904791,0.813200,0.598467
0.250,0.20500,61,27,0.909326,0.901026,0.821837,0.592702
0.250,0.20500,61,28,0.905035,0.905884,0.817612,0.597903
0.250,0.20500,61,29,0.902820,0.904624,0.819306,0.591693
0.250,0.20500,61,30,0.911761,0.907065,0.819939,0.589869
0.250,0.20500,61,31,0.904126,0.901705,0.813225,0.600974
0.250,0.20500,61,32,0.903912,0.901752,0.811096,0.598533
0.250,0.21500,61,1,0.897623,0.900316,0.802328,0.597441
0.250,0.21500,61,2,0.896872,0.899988,0.802410,0.600524
0.250,0.21500,61,3,0.898907,0.900584,0.809410,0.593383
0.250,0.21500,61,4,0.899781,0.904407,0.814070,0.602762
0.250,0.21500,61,5,0.898475,0.902588,0.807242,0.609803
0.250,0.21500,61,6,0.899871,0.900678,0.807357,0.592002
0.250,0.21500,61,7,0.903088,0.898533,0.810621,0.593239
0.250,0.21500,61,8,0.902624,0.899028,0.809035,0.594791
0.250,0.21500,61,9,0.900272,0.899674,0.806327,0.601340
0.250,0.21500,61,10,0.901596,0.900247,0.814207,0.593160
0.250,0.21500,61,11,0.897157,0.897423,0.806583,0.595519
0.250,0.21500,61,12,0.897979,0.903625,0.818636,0.592520
0.250,0.21500,61,13,0.897056,0.904626,0.814638,0.597069
0.250,0.21500,61,14,0.896475,0.903089,0.803825,0.596025
0.250,0.21500,61,15,0.902606,0.893042,0.808169,0.607133
0.250,0.21500,61,16,0.906450,0.897562,0.808090,0.596093
0.250,0.21500,61,17,0.906286,0.896123,0.809891,0.592094
0.250,0.21500,61,18,0.898981,0.903017,0.815537,0.605604
0.250,0.21500,61,19,0.895617,0.903330,0.810019,0.597914
0.250,0.21500,61,20,0.898877,0.897692,0.806857,0.593319
0.250,0.21500,61,21,0.903475,0.895573,0.813680,0.597100
0.250,0.21500,61,22,0.898144,0.896881,0.799730,0.596940
0.250,0.21500,61,23,0.895610,0.904964,0.808712,0.590782
0.250,0.21500,61,24,0.900243,0.901724,0.810845,0.589213
0.250,0.21500,61,25,0.896261,0.898707,0.797742,0.597836
0.250,0.21500,61,26,0.895033,0.904206,0.805914,0.593323
0.250,0.21500,61,27,0.899851,0.904606,0.816289,0.594555
0.250,0.21500,61,28,0.900587,0.896169,0.807931,0.602389
0.250,0.21500,61,29,0.902711,0.900342,0.812237,0.597339
0.250,0.21500,61,30,0.899024,0.896325,0.805302,0.588124
0.250,0.21500,61,31,0.907598,0.895595,0.808298,0.604583
0.250,0.21500,61,32,0.895536,0.900466,0.808801,0.599176
0.250,0.22500,61,1,0.895845,0.900121,0.807212,0.599749
0.250,0.22500,61,2,0.895525,0.895887,0.806451,0.598752
0.250,0.22500,61,3,0.898813,0.895843,0.805033,0.595918
0.250,0.22500,61,4,0.894636,0.893495,0.803727,0.605022
0.250,0.22500,61,5,0.893888,0.900822,0.810793,0.604621
0.250,0.22500,61,6,0.893831,0.900080,0.808102,0.595743
0.250,0.22500,61,7,0.894225,0.892819,0.795524,0.593534
0.250,0.22500,61,8,0.899279,0.898190,0.808248,0.595465
0.250,0.22500,61,9,0.901531,0.892435,0.801088,0.601469
0.250,0.22500,61,10,0.889753,0.894986,0.796368,0.595288
0.250,0.22500,61,11,0.893325,0.897086,0.805613,0.597736
0.250,0.22500,61,12,0.894053,0.894772,0.800267,0.591800
0.250,0.22500,61,13,0.894742,0.892236,0.793008,0.599275
0.250,0.22500,61,14,0.898382,0.892667,0.803622,0.595076
0.250,0.22500,61,15,0.888800,0.892131,0.793260,0.602072
0.250,0.22500,61,16,0.898148,0.895954,0.809722,0.594874
0.250,0.22500,61,17,0.891897,0.886507,0.792324,0.591948
0.250,0.22500,61,18,0.896330,0.890066,0.795622,0.598734
0.250,0.22500,61,19,0.896358,0.900750,0.805108,0.595688
0.250,0.22500,61,20,0.889940,0.898109,0.804218,0.592608
0.250,0.22500,61,21,0.893022,0.892755,0.791901,0.595495
0.250,0.22500,61,22,0.892801,0.894121,0.801287,0.600581
0.250,0.22500,61,23,0.890192,0.893989,0.797248,0.592238
0.250,0.22500,61,24,0.895749,0.898038,0.801821,0.592368
0.250,0.22500,61,25,0.899282,0.893852,0.800908,0.599040
0.250,0.22500,61,26,0.896219,0.895857,0.796756,0.597813
0.250,0.22500,61,27,0.895631,0.894405,0.795618,0.598285
0.250,0.22500,61,28,0.896174,0.893432,0.797019,0.601109
0.250,0.22500,61,29,0.894571,0.894206,0.798594,0.595403
